Chapter	Verse	Unformatted Text (Pure Text Only)	Formatted Text (with Punctuations)	Metawords_Keywords
3	20	by his knowledge the deeps broke open and the clouds drop down the dew	by his knowledge the deeps broke open, and the clouds drop down the dew.	knowledge, broke, open, clouds, drop, down,dew
3	21	My son do not lose sight of these keep sound wisdom and discretion	My son, do not lose sight of these— keep sound wisdom and discretion,	lose, sight, sound, wisdom, discretion
3	22	and they will be life for your soul and adornment for your neck	and they will be life for your soul and adornment for your neck.	life, soul, adornment
3	23	Then you will walk on your way securely and your foot will not stumble	Then you will walk on your way securely, and your foot will not stumble.	securely, stumble
3	24	If you lie down you will not be afraid when you lie down your sleep will be sweet	If you lie down, you will not be afraid; when you lie down, your sleep will be sweet.	lie, afraid, sweet
3	25	Do not be afraid of sudden terror or of the ruin of the wicked when it comes	Do not be afraid of sudden terror or of the ruin of the wicked, when it comes,	sudden, terror, ruin, wicked
3	26	for the Lord will be your confidence and will keep your foot from being caught	for the Lord will be your confidence and will keep your foot from being caught.	confidence, keep, caught
3	27	Do not withhold good from those to whom it is due when it is in your power to do it	Do not withhold good from those to whom it is due, when it is in your power to do it.	good, power
3	28	Do not say to your neighbor Go and come again tomorrow I will give itwhen you have it with you	Do not say to your neighbor, “Go, and come again, tomorrow I will give it”—when you have it with you.	neighbor, tomorrow, give
3	29	Do not plan evil against your neighbor who dwells trustingly beside you	Do not plan evil against your neighbor, who dwells trustingly beside you.	plan, evil, dwells, trustingly, beside
3	30	Do not contend with a man for no reason when he has done you no harm	Do not contend with a man for no reason, when he has done you no harm.	contend, man, reason, done, harm
3	31	Do not envy a man of violence and do not choose any of his ways	Do not envy a man of violence and do not choose any of his ways,	envy, violence, choose, ways
3	32	for the devious person is an abomination to the Lord but the upright are in his confidence	for the devious person is an abomination to the Lord, but the upright are in his confidence.	devious, person, abomination, upright, confidence
3	33	The Lords curse is on the house of the wicked but he blesses the dwelling of the righteous	The Lord’s curse is on the house of the wicked, but he blesses the dwelling of the righteous.	curse, house, wicked, blesses, dwelling, righteous
3	34	Toward the scorners he is scornful but to the humble he gives favor	Toward the scorners he is scornful, but to the humble he gives favor.	scorners, scornful, humble, gives, favor
3	35	The wise will inherit honor but fools get disgrace	The wise will inherit honor, but fools get disgrace.	wise, inherit, honor, fools, disgrace
4	1	Hear O sons a fathers instruction and be attentive that you may gain insight	Hear, O sons, a father’s instruction, and be attentive that you may gain insight	instruction, insight
4	2	for I give you good precepts do not forsake my teaching	for I give you good precepts; do not forsake my teaching.	precepts, teaching
4	3	When I was a son with my father tender the only one in the sight of my mother	When I was a son with my father, tender, the only one in the sight of my mother,	son, father
4	4	he taught me and said to me Let your heart hold fast my words keep my commandments and live	he taught me and said to me, 'Let your heart hold fast my words; keep my commandments, and live.	teach, live
4	5	Get wisdom get insight do not forget and do not turn away from the words of my mouth	Get wisdom; get insight; do not forget, and do not turn away from the words of my mouth	wisdom, insight
4	6	Do not forsake her and she will keep you love her and she will guard you	Do not forsake her, and she will keep you; love her, and she will guard you.	insight, guard
4	7	The beginning of wisdom is this Get wisdom and whatever you get get insight	The beginning of wisdom is this: Get wisdom, and whatever you get, get insight.	beginning, wisdom
4	8	Prize her highly and she will exalt you she will honor you if you embrace her	Prize her highly, and she will exalt you; she will honor you if you embrace her.	prize, embrace
4	9	She will place on your head a graceful garland she will bestow on you a beautiful crown	She will place on your head a graceful garland; she will bestow on you a beautiful crown.	garland, crown
4	10	Hear my son and accept my words that the years of your life may be many	Hear, my son, and accept my words, that the years of your life may be many	hear, accept
4	11	I have taught you the way of wisdom I have led you in the paths of uprightness	I have taught you the way of wisdom; I have led you in the paths of uprightness.	taught, uprightness
4	12	When you walk your step will not be hampered and if you run you will not stumble	When you walk, your step will not be hampered, and if you run, you will not stumble.	walk, stumble
4	13	Keep hold of instruction do not let go guard her for she is your life	Keep hold of instruction; do not let go; guard her, for she is your life.	hold, guard
4	14	Do not enter the path of the wicked and do not walk in the way of the evil	Do not enter the path of the wicked, and do not walk in the way of the evil.	path, evil
4	15	Avoid it do not go on it turn away from it and pass on	Avoid it; do not go on it; turn away from it and pass on.	avoid, turn away
4	16	For they cannot sleep unless they have done wrong they are robbed of sleep unless they have made someone stumble	For they cannot sleep unless they have done wrong; they are robbed of sleep unless they have made someone stumble.	sleep, wrong
4	17	For they eat the bread of wickedness and drink the wine of violence	For they eat the bread of wickedness and drink the wine of violence.	wickedness, violence
4	18	But the path of the righteous is like the light of dawn which shines brighter and brighter until full day	But the path of the righteous is like the light of dawn, which shines brighter and brighter until full day.	righteous, light
4	19	The way of the wicked is like deep darkness they do not know over what they stumble	The way of the wicked is like deep darkness; they do not know over what they stumble.	darkness, stumble
4	20	My son be attentive to my words incline your ear to my sayings	My son, be attentive to my words; incline your ear to my sayings.	attentive, words
4	21	Let them not escape from your sight keep them within your heart	Let them not escape from your sight; keep them within your heart.	heart, sight
4	22	For they are life to those who find them and healing to all their flesh	For they are life to those who find them, and healing to all their flesh.	life, healing
4	23	Keep your heart with all vigilance for from it flow the springs of life	Keep your heart with all vigilance, for from it flow the springs of life.	vigilance, heart
4	24	Put away from you crooked speech and put devious talk far from you	Put away from you crooked speech, and put devious talk far from you.	speech, talk
4	25	Let your eyes look directly forward and your gaze be straight before you	Let your eyes look directly forward, and your gaze be straight before you.	eyes, forward
4	26	Ponder the path of your feet then all your ways will be sure	Ponder the path of your feet; then all your ways will be sure.	ponder, sure
4	27	Do not swerve to the right or to the left turn your foot away from evil	Do not swerve to the right or to the left; turn your foot away from evil.	swerve, evil
5	1	My son be attentive to my wisdom incline your ear to my understanding	My son, be attentive to my wisdom; incline your ear to my understanding	son, attentive, wisdom, ear, understanding
5	2	that you may keep discretion and your lips may guard knowledge	that you may keep discretion, and your lips may guard knowledge.	discretion, lips, guard, knowledge
5	3	For the lips of a forbidden woman drip honey and her speech is smoother than oil	For the lips of a forbidden woman drip honey, and her speech is smoother than oil	lips, forbidden woman, honey, speech, smoother, oil
5	4	but in the end she is bitter as wormwood sharp as a two-edged sword	but in the end she is bitter as wormwood, sharp as a two-edged sword.	bitter, wormwood, sharp, two-edged sword
5	5	Her feet go down to death her steps follow the path to Sheol	Her feet go down to death; her steps follow the path to Sheol;	feet, death, steps, path, Sheol
5	6	she does not ponder the path of life her ways wander and she does not know it	she does not ponder the path of life; her ways wander, and she does not know it.	ponder, path, life, ways, wander
5	7	And now O sons listen to me and do not depart from the words of my mouth	And now, O sons, listen to me, and do not depart from the words of my mouth.	sons, listen, depart, words, mouth
5	8	Keep your way far from her and do not go near the door of her house	Keep your way far from her, and do not go near the door of her house	way, far, her, near, door, house
5	9	lest you give your honor to others and your years to the merciless	lest you give your honor to others and your years to the merciless	give, honor, others, years, merciless
5	10	let strangers take their fill of your strength and your labors go to the house of a foreigner	let strangers take their fill of your strength, and your labors go to the house of a foreigner	strangers, take, fill, strength, labors, house, foreigner
5	11	and at the end of your life you groan when your flesh and body are consumed	and at the end of your life you groan, when your flesh and body are consumed	end, life, groan, flesh, body, consumed
5	12	and you say How I hated discipline and my heart despised reproof	and you say, “How I hated discipline, and my heart despised reproof!”	say, hated, discipline, heart, despised, reproof
5	13	I did not listen to the voice of my teachers or incline my ear to my instructors	I did not listen to the voice of my teachers or incline my ear to my instructors.	listen, voice, teachers, incline, ear, instructors
5	14	I am at the brink of utter ruin in the assembled congregation	I am at the brink of utter ruin in the assembled congregation.	brink, utter ruin, assembled congregation
5	15	Drink water from your own cistern flowing water from your own well	Drink water from your own cistern, flowing water from your own well.	drink, water, cistern, flowing, well
5	16	Should your springs be scattered abroad streams of water in the streets	Should your springs be scattered abroad, streams of water in the streets?	springs, scattered, abroad, streams, water, streets
5	17	Let them be for yourself alone and not for strangers with you	Let them be for yourself alone, and not for strangers with you.	alone, strangers
5	18	Let your fountain be blessed and rejoice in the wife of your youth	Let your fountain be blessed, and rejoice in the wife of your youth,	fountain, blessed, rejoice, wife, youth
5	19	a lovely deer a graceful doe Let her breasts fill you at all times with delight be intoxicated always in her love	a lovely deer, a graceful doe. Let her breasts fill you at all times with delight; be intoxicated always in her love.	lovely deer, graceful doe, breasts, fill, delight, intoxicated, love
5	20	Why should you be intoxicated my son with a forbidden woman and embrace the bosom of an adulteress	Why should you be intoxicated, my son, with a forbidden woman and embrace the bosom of an adulteress?	intoxicated, son, forbidden woman, embrace, bosom, adulteress
5	21	For a mans ways are before the eyes of the Lord and he ponders all his paths	For a man’s ways are before the eyes of the Lord, and he ponders all his paths.	man’s ways, eyes, Lord, ponders, paths
5	22	The iniquities of the wicked ensnare him and he is held fast in the cords of his sin	The iniquities of the wicked ensnare him, and he is held fast in the cords of his sin.	iniquities, wicked, ensnare, held fast, cords, sin
5	23	He dies for lack of discipline and because of his great folly he is led astray	He dies for lack of discipline, and because of his great folly he is led astray.	dies, lack, discipline, great folly, led astray
